area,location,seriescode,industry,time,current_emp,previous_emp
000000,Colorado,80811000,Repair and Maintenance,2018-06-01,26200,25700
019740,Denver - Aurora MSA,80811000,Repair and Maintenance,2018-06-01,13900,13700
000000,Colorado,80812000,Personal and Laundry Services,2018-06-01,29700,29300
000000,Colorado,80813000,"Religious, Grantmaking, Civic, Professio",2018-06-01,57000,55900
000000,Colorado,90000000,Government,2018-06-01,444400,455500
024300,Grand Junction MSA,90000000,Government,2018-06-01,10100,10700
039380,Pueblo MSA,90000000,Government,2018-06-01,12900,13300
024540,Greeley MSA,90000000,Government,2018-06-01,16500,18100
019740,Denver - Aurora MSA,90000000,Government,2018-06-01,205300,205700
017820,Colorado Springs MSA,90000000,Government,2018-06-01,52900,54100
014500,Boulder-Longmont MSA,90000000,Government,2018-06-01,37800,41000
022660,Fort Collins-Loveland MSA,90000000,Government,2018-06-01,38300,41300
014500,Boulder-Longmont MSA,90910000,Federal Government,2018-06-01,2000,2000
022660,Fort Collins-Loveland MSA,90910000,Federal Government,2018-06-01,2700,2500
019740,Denver - Aurora MSA,90910000,Federal Government,2018-06-01,28100,28000
000000,Colorado,90910000,Federal Government,2018-06-01,53600,52800
024540,Greeley MSA,90910000,Federal Government,2018-06-01,600,600
024300,Grand Junction MSA,90910000,Federal Government,2018-06-01,1600,1600
017820,Colorado Springs MSA,90910000,Federal Government,2018-06-01,12100,12000
039380,Pueblo MSA,90910000,Federal Government,2018-06-01,1100,1100
019740,Denver - Aurora MSA,90920000,State Government,2018-06-01,43100,46400
024300,Grand Junction MSA,90920000,State Government,2018-06-01,2400,3000
039380,Pueblo MSA,90920000,State Government,2018-06-01,4800,5200
000000,Colorado,90920000,State Government,2018-06-01,116500,131300
024540,Greeley MSA,90920000,State Government,2018-06-01,3300,4800
022660,Fort Collins-Loveland MSA,90920000,State Government,2018-06-01,20500,23800
014500,Boulder-Longmont MSA,90920000,State Government,2018-06-01,18500,21900
017820,Colorado Springs MSA,90920000,State Government,2018-06-01,11800,12500
017820,Colorado Springs MSA,90921611,State Government Educational Services,2018-06-01,4500,5500
019740,Denver - Aurora MSA,90921611,State Government Educational Services,2018-06-01,22500,25800
022660,Fort Collins-Loveland MSA,90921611,State Government Educational Services,2018-06-01,12800,16400
014500,Boulder-Longmont MSA,90921611,State Government Educational Services,2018-06-01,17700,21200
000000,Colorado,90921611,State Government Educational Services,2018-06-01,66400,82000
024540,Greeley MSA,90921611,State Government Educational Services,2018-06-01,2400,3900
024300,Grand Junction MSA,90921611,State Government Educational Services,2018-06-01,1400,2000
039380,Pueblo MSA,90921611,State Government Educational Services,2018-06-01,1900,2300
014500,Boulder-Longmont MSA,90930000,Local Government,2018-06-01,17300,17100
024300,Grand Junction MSA,90930000,Local Government,2018-06-01,6100,6100
024540,Greeley MSA,90930000,Local Government,2018-06-01,12600,12700
000000,Colorado,90930000,Local Government,2018-06-01,274300,271400
039380,Pueblo MSA,90930000,Local Government,2018-06-01,7000,7000
022660,Fort Collins-Loveland MSA,90930000,Local Government,2018-06-01,15100,15000
019740,Denver - Aurora MSA,90930000,Local Government,2018-06-01,134100,131300
017820,Colorado Springs MSA,90930000,Local Government,2018-06-01,29000,29600
017820,Colorado Springs MSA,90931611,Local Government Educational Services,2018-06-01,19000,19800
022660,Fort Collins-Loveland MSA,90931611,Local Government Educational Services,2018-06-01,7600,7600
039380,Pueblo MSA,90931611,Local Government Educational Services,2018-06-01,3900,4000
014500,Boulder-Longmont MSA,90931611,Local Government Educational Services,2018-06-01,9400,9500
000000,Colorado,90931611,Local Government Educational Services,2018-06-01,137700,142300
019740,Denver - Aurora MSA,90931611,Local Government Educational Services,2018-06-01,67900,69600
024300,Grand Junction MSA,90931611,Local Government Educational Services,2018-06-01,3400,3600
024540,Greeley MSA,90931611,Local Government Educational Services,2018-06-01,6800,7100
014500,Boulder-Longmont MSA,00000000,Total Nonfarm,2018-07-01,192400,194700
022660,Fort Collins-Loveland MSA,00000000,Total Nonfarm,2018-07-01,170200,170800
017820,Colorado Springs MSA,00000000,Total Nonfarm,2018-07-01,293200,294500
024540,Greeley MSA,00000000,Total Nonfarm,2018-07-01,108000,108900
039380,Pueblo MSA,00000000,Total Nonfarm,2018-07-01,62100,63300
000000,Colorado,00000000,Total Nonfarm,2018-07-01,2743800,2749800
019740,Denver - Aurora MSA,00000000,Total Nonfarm,2018-07-01,1515900,1519700
024300,Grand Junction MSA,00000000,Total Nonfarm,2018-07-01,63800,64500
017820,Colorado Springs MSA,05000000,Total Private,2018-07-01,243100,241600
014500,Boulder-Longmont MSA,05000000,Total Private,2018-07-01,158500,156900
039380,Pueblo MSA,05000000,Total Private,2018-07-01,50200,50400
024540,Greeley MSA,05000000,Total Private,2018-07-01,92400,92400
024300,Grand Junction MSA,05000000,Total Private,2018-07-01,54300,54400
022660,Fort Collins-Loveland MSA,05000000,Total Private,2018-07-01,133300,132500
019740,Denver - Aurora MSA,05000000,Total Private,2018-07-01,1317500,1314400
000000,Colorado,05000000,Total Private,2018-07-01,2317700,2305400
000000,Colorado,06000000,Goods Producing,2018-07-01,356100,355100
014500,Boulder-Longmont MSA,06000000,Goods Producing,2018-07-01,25400,25200
017820,Colorado Springs MSA,06000000,Goods Producing,2018-07-01,30500,30000
019740,Denver - Aurora MSA,06000000,Goods Producing,2018-07-01,180900,181100
039380,Pueblo MSA,06000000,Goods Producing,2018-07-01,8000,7900
022660,Fort Collins-Loveland MSA,06000000,Goods Producing,2018-07-01,26600,26600
024300,Grand Junction MSA,06000000,Goods Producing,2018-07-01,10400,10400
024540,Greeley MSA,06000000,Goods Producing,2018-07-01,34000,34000
014500,Boulder-Longmont MSA,07000000,Service-Providing,2018-07-01,167000,169500
024300,Grand Junction MSA,07000000,Service-Providing,2018-07-01,53400,54100
039380,Pueblo MSA,07000000,Service-Providing,2018-07-01,54100,55400
024540,Greeley MSA,07000000,Service-Providing,2018-07-01,74000,74900
022660,Fort Collins-Loveland MSA,07000000,Service-Providing,2018-07-01,143600,144200
019740,Denver - Aurora MSA,07000000,Service-Providing,2018-07-01,1335000,1338600
017820,Colorado Springs MSA,07000000,Service-Providing,2018-07-01,262700,264500
000000,Colorado,07000000,Service-Providing,2018-07-01,2387700,2394700
000000,Colorado,08000000,Private Service Providing,2018-07-01,1961600,1950300
017820,Colorado Springs MSA,08000000,Private Service Providing,2018-07-01,212600,211600
019740,Denver - Aurora MSA,08000000,Private Service Providing,2018-07-01,1136600,1133300
024300,Grand Junction MSA,08000000,Private Service Providing,2018-07-01,43900,44000
014500,Boulder-Longmont MSA,08000000,Private Service Providing,2018-07-01,133100,131700
022660,Fort Collins-Loveland MSA,08000000,Private Service Providing,2018-07-01,106700,105900
039380,Pueblo MSA,08000000,Private Service Providing,2018-07-01,42200,42500
024540,Greeley MSA,08000000,Private Service Providing,2018-07-01,58400,58400
000000,Colorado,10000000,Mining and Logging,2018-07-01,28800,28700
000000,Colorado,15000000,"Mining, Logging and Construction",2018-07-01,207300,206500
017820,Colorado Springs MSA,15000000,"Mining, Logging and Construction",2018-07-01,18600,18200
039380,Pueblo MSA,15000000,"Mining, Logging and Construction",2018-07-01,3600,3600
024540,Greeley MSA,15000000,"Mining, Logging and Construction",2018-07-01,20400,20400
024300,Grand Junction MSA,15000000,"Mining, Logging and Construction",2018-07-01,7200,7200
022660,Fort Collins-Loveland MSA,15000000,"Mining, Logging and Construction",2018-07-01,12100,12100
019740,Denver - Aurora MSA,15000000,"Mining, Logging and Construction",2018-07-01,110700,110700
014500,Boulder-Longmont MSA,15000000,"Mining, Logging and Construction",2018-07-01,6000,5900
000000,Colorado,20000000,Construction,2018-07-01,178500,177800
000000,Colorado,20236000,Construction of Buildings,2018-07-01,36000,35500
019740,Denver - Aurora MSA,20236000,Construction of Buildings,2018-07-01,19300,19100
000000,Colorado,20237000,Heavy and Civil Engineering Construction,2018-07-01,25100,25300
019740,Denver - Aurora MSA,20238000,Specialty Trade Contractors,2018-07-01,67600,67600
017820,Colorado Springs MSA,20238000,Specialty Trade Contractors,2018-07-01,11500,11300
000000,Colorado,20238000,Specialty Trade Contractors,2018-07-01,117400,117000
017820,Colorado Springs MSA,30000000,Manufacturing,2018-07-01,11900,11800
014500,Boulder-Longmont MSA,30000000,Manufacturing,2018-07-01,19400,19300
024540,Greeley MSA,30000000,Manufacturing,2018-07-01,13600,13600
039380,Pueblo MSA,30000000,Manufacturing,2018-07-01,4400,4300
022660,Fort Collins-Loveland MSA,30000000,Manufacturing,2018-07-01,14500,14500
024300,Grand Junction MSA,30000000,Manufacturing,2018-07-01,3200,3200
019740,Denver - Aurora MSA,30000000,Manufacturing,2018-07-01,70200,70400
000000,Colorado,30000000,Manufacturing,2018-07-01,148800,148600
000000,Colorado,31000000,Durable Goods,2018-07-01,93300,93000
019740,Denver - Aurora MSA,31000000,Durable Goods,2018-07-01,42900,42900
000000,Colorado,31332000,Fabricated Metal Product Manufacturing,2018-07-01,15300,15400
000000,Colorado,31334000,Computer and Electronic Product Manufact,2018-07-01,22700,22700
019740,Denver - Aurora MSA,31334000,Computer and Electronic Product Manufact,2018-07-01,5900,6000
014500,Boulder-Longmont MSA,31334000,Computer and Electronic Product Manufact,2018-07-01,8600,8600
017820,Colorado Springs MSA,31334000,Computer and Electronic Product Manufact,2018-07-01,3100,3100
022660,Fort Collins-Loveland MSA,31334000,Computer and Electronic Product Manufact,2018-07-01,3800,3800
019740,Denver - Aurora MSA,31336000,Transportation Equipment Manufacturing,2018-07-01,8300,8200
000000,Colorado,31336000,Transportation Equipment Manufacturing,2018-07-01,10400,10200
000000,Colorado,32000000,NonDurable Goods,2018-07-01,55500,55600
019740,Denver - Aurora MSA,32000000,NonDurable Goods,2018-07-01,27300,27500
024540,Greeley MSA,32000000,NonDurable Goods,2018-07-01,6100,6200
000000,Colorado,32312100,Beverage Manufacturing,2018-07-01,8900,8900
014500,Boulder-Longmont MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,26000,25900
019740,Denver - Aurora MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,273600,272400
000000,Colorado,40000000,"Trade, Transportation, and Utilities",2018-07-01,471900,469200
039380,Pueblo MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,11700,11600
017820,Colorado Springs MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,44100,43900
024540,Greeley MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,18900,18800
024300,Grand Junction MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,13100,13200
022660,Fort Collins-Loveland MSA,40000000,"Trade, Transportation, and Utilities",2018-07-01,27800,27600
022660,Fort Collins-Loveland MSA,41000000,Wholesale Trade,2018-07-01,4900,4800
014500,Boulder-Longmont MSA,41000000,Wholesale Trade,2018-07-01,6600,6600
039380,Pueblo MSA,41000000,Wholesale Trade,2018-07-01,1600,1500
024540,Greeley MSA,41000000,Wholesale Trade,2018-07-01,4300,4300
024300,Grand Junction MSA,41000000,Wholesale Trade,2018-07-01,2400,2400
019740,Denver - Aurora MSA,41000000,Wholesale Trade,2018-07-01,73800,73400
017820,Colorado Springs MSA,41000000,Wholesale Trade,2018-07-01,5800,5800
000000,Colorado,41000000,Wholesale Trade,2018-07-01,109300,108700
000000,Colorado,41423000,"Merchant Wholesalers, Durable Goods",2018-07-01,66000,65700
019740,Denver - Aurora MSA,41423000,"Merchant Wholesalers, Durable Goods",2018-07-01,46500,46300
019740,Denver - Aurora MSA,41424000,"Merchant Wholesalers, Nondurable Goods",2018-07-01,24000,23900
000000,Colorado,41424000,"Merchant Wholesalers, Nondurable Goods",2018-07-01,38300,38100
019740,Denver - Aurora MSA,42000000,Retail Trade,2018-07-01,140200,139400
014500,Boulder-Longmont MSA,42000000,Retail Trade,2018-07-01,17700,17600
017820,Colorado Springs MSA,42000000,Retail Trade,2018-07-01,33000,32800
000000,Colorado,42000000,Retail Trade,2018-07-01,275200,273100
022660,Fort Collins-Loveland MSA,42000000,Retail Trade,2018-07-01,19600,19500
024300,Grand Junction MSA,42000000,Retail Trade,2018-07-01,8300,8300
039380,Pueblo MSA,42000000,Retail Trade,2018-07-01,8000,8000
024540,Greeley MSA,42000000,Retail Trade,2018-07-01,10300,10200
019740,Denver - Aurora MSA,42445000,Food and Beverage Stores,2018-07-01,26100,25700
017820,Colorado Springs MSA,42445000,Food and Beverage Stores,2018-07-01,5400,5400
014500,Boulder-Longmont MSA,42445000,Food and Beverage Stores,2018-07-01,4500,4400
000000,Colorado,42445000,Food and Beverage Stores,2018-07-01,52600,52000
019740,Denver - Aurora MSA,42452000,General Merchandise Stores,2018-07-01,28200,27600
000000,Colorado,42452000,General Merchandise Stores,2018-07-01,53700,52200
017820,Colorado Springs MSA,42452000,General Merchandise Stores,2018-07-01,7200,6900
039380,Pueblo MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,2100,2100
022660,Fort Collins-Loveland MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,3300,3300
014500,Boulder-Longmont MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,1700,1700
024300,Grand Junction MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,2400,2500
024540,Greeley MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,4300,4300
019740,Denver - Aurora MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,59600,59600
017820,Colorado Springs MSA,43000000,Transportation Warehousing and Utilities,2018-07-01,5300,5300
000000,Colorado,43000000,Transportation Warehousing and Utilities,2018-07-01,87400,87400
019740,Denver - Aurora MSA,43220000,Utilities,2018-07-01,3600,3600
000000,Colorado,43220000,Utilities,2018-07-01,8100,8100
019740,Denver - Aurora MSA,43400089,Transportation and Warehousing,2018-07-01,56000,56000
000000,Colorado,43400089,Transportation and Warehousing,2018-07-01,79300,79300
000000,Colorado,43481000,Air Transportation,2018-07-01,15800,15900
019740,Denver - Aurora MSA,43481000,Air Transportation,2018-07-01,14900,15000
000000,Colorado,43484000,Truck Transportation,2018-07-01,21000,21000
000000,Colorado,43492000,Couriers and Messengers,2018-07-01,11900,11900
019740,Denver - Aurora MSA,43492000,Couriers and Messengers,2018-07-01,8600,8600
019740,Denver - Aurora MSA,43493000,Warehousing and Storage,2018-07-01,7200,7100
000000,Colorado,43493000,Warehousing and Storage,2018-07-01,10300,10200
000000,Colorado,50000000,Information,2018-07-01,76000,75900
014500,Boulder-Longmont MSA,50000000,Information,2018-07-01,8400,8300
019740,Denver - Aurora MSA,50000000,Information,2018-07-01,50900,50900
017820,Colorado Springs MSA,50000000,Information,2018-07-01,5800,5800
022660,Fort Collins-Loveland MSA,50000000,Information,2018-07-01,3100,3100
039380,Pueblo MSA,50000000,Information,2018-07-01,700,700
024540,Greeley MSA,50000000,Information,2018-07-01,700,700
024300,Grand Junction MSA,50000000,Information,2018-07-01,600,600
014500,Boulder-Longmont MSA,50511000,Publishing Industries,2018-07-01,5200,5300
000000,Colorado,50511000,Publishing Industries,2018-07-01,21300,21300
019740,Denver - Aurora MSA,50511000,Publishing Industries,2018-07-01,10800,10800
000000,Colorado,50511200,Software Publishers,2018-07-01,15000,15000
019740,Denver - Aurora MSA,50511200,Software Publishers,2018-07-01,8800,8700
017820,Colorado Springs MSA,50517000,Telecommunications,2018-07-01,1500,1500
019740,Denver - Aurora MSA,50517000,Telecommunications,2018-07-01,19300,19400
000000,Colorado,50517000,Telecommunications,2018-07-01,27000,27100
017820,Colorado Springs MSA,55000000,Financial Activities,2018-07-01,18900,18600
019740,Denver - Aurora MSA,55000000,Financial Activities,2018-07-01,112300,112100
000000,Colorado,55000000,Financial Activities,2018-07-01,173400,172300
024540,Greeley MSA,55000000,Financial Activities,2018-07-01,4600,4500
022660,Fort Collins-Loveland MSA,55000000,Financial Activities,2018-07-01,7100,7100
024300,Grand Junction MSA,55000000,Financial Activities,2018-07-01,3200,3200
014500,Boulder-Longmont MSA,55000000,Financial Activities,2018-07-01,7300,7200
039380,Pueblo MSA,55000000,Financial Activities,2018-07-01,1900,1900
019740,Denver - Aurora MSA,55520000,Finance and Insurance,2018-07-01,81300,81200
017820,Colorado Springs MSA,55520000,Finance and Insurance,2018-07-01,13700,13400
000000,Colorado,55520000,Finance and Insurance,2018-07-01,118400,117800
000000,Colorado,55522000,Credit Intermediation and Related Activi,2018-07-01,48200,48200
019740,Denver - Aurora MSA,55522000,Credit Intermediation and Related Activi,2018-07-01,31600,31600
019740,Denver - Aurora MSA,55524000,Insurance Carriers and Related Activitie,2018-07-01,30800,30700
000000,Colorado,55524000,Insurance Carriers and Related Activitie,2018-07-01,46700,46200
000000,Colorado,55530000,Real Estate and Rental and Leasing,2018-07-01,55000,54500
019740,Denver - Aurora MSA,55530000,Real Estate and Rental and Leasing,2018-07-01,31000,30900
000000,Colorado,55531000,Real Estate,2018-07-01,41700,41300
019740,Denver - Aurora MSA,55531000,Real Estate,2018-07-01,22900,22800
000000,Colorado,60000000,Professional and Business Services,2018-07-01,433600,428200
014500,Boulder-Longmont MSA,60000000,Professional and Business Services,2018-07-01,36500,35900
017820,Colorado Springs MSA,60000000,Professional and Business Services,2018-07-01,46100,45600
022660,Fort Collins-Loveland MSA,60000000,Professional and Business Services,2018-07-01,20600,20200
024300,Grand Junction MSA,60000000,Professional and Business Services,2018-07-01,5300,5300
039380,Pueblo MSA,60000000,Professional and Business Services,2018-07-01,6000,6100
019740,Denver - Aurora MSA,60000000,Professional and Business Services,2018-07-01,276900,273400
024540,Greeley MSA,60000000,Professional and Business Services,2018-07-01,11000,10900
019740,Denver - Aurora MSA,60540000,"Professional, Scientific, and Technical",2018-07-01,140700,138900
000000,Colorado,60540000,"Professional, Scientific, and Technical",2018-07-01,226900,224100
017820,Colorado Springs MSA,60540000,"Professional, Scientific, and Technical",2018-07-01,25900,25600
014500,Boulder-Longmont MSA,60540000,"Professional, Scientific, and Technical",2018-07-01,28500,28000
000000,Colorado,60541100,Legal Services,2018-07-01,19600,19400
000000,Colorado,60541300,"Architectural, Engineering, and Related",2018-07-01,48700,48200
019740,Denver - Aurora MSA,60541300,"Architectural, Engineering, and Related",2018-07-01,30800,30500
019740,Denver - Aurora MSA,60541500,Computer Systems Design and Related Serv,2018-07-01,37500,37200
000000,Colorado,60541500,Computer Systems Design and Related Serv,2018-07-01,61900,61200
019740,Denver - Aurora MSA,60541600,"Management, Scientific, and Technical Co",2018-07-01,21400,20800
000000,Colorado,60541600,"Management, Scientific, and Technical Co",2018-07-01,31700,30800
019740,Denver - Aurora MSA,60550000,Management of Companies and Enterprises,2018-07-01,33500,33200
000000,Colorado,60550000,Management of Companies and Enterprises,2018-07-01,41200,40700
022660,Fort Collins-Loveland MSA,60560000,Administrative and Support and Waste Man,2018-07-01,9100,8800
000000,Colorado,60560000,Administrative and Support and Waste Man,2018-07-01,165500,163400
019740,Denver - Aurora MSA,60560000,Administrative and Support and Waste Man,2018-07-01,102700,101300
017820,Colorado Springs MSA,60561300,Employment Services,2018-07-01,4500,4400
000000,Colorado,60561300,Employment Services,2018-07-01,49800,48400
019740,Denver - Aurora MSA,60561300,Employment Services,2018-07-01,33300,32500
000000,Colorado,60561400,Business Support Services,2018-07-01,20100,20000
000000,Colorado,60561700,Services to Buildings and Dwellings,2018-07-01,49500,49200
019740,Denver - Aurora MSA,60561700,Services to Buildings and Dwellings,2018-07-01,29300,29100
022660,Fort Collins-Loveland MSA,65000000,Educational and Health Services,2018-07-01,18000,17700
024540,Greeley MSA,65000000,Educational and Health Services,2018-07-01,10000,10100
024300,Grand Junction MSA,65000000,Educational and Health Services,2018-07-01,11000,11000
039380,Pueblo MSA,65000000,Educational and Health Services,2018-07-01,12700,12800
019740,Denver - Aurora MSA,65000000,Educational and Health Services,2018-07-01,188100,188800
014500,Boulder-Longmont MSA,65000000,Educational and Health Services,2018-07-01,26100,26100
017820,Colorado Springs MSA,65000000,Educational and Health Services,2018-07-01,38800,39200
000000,Colorado,65000000,Educational and Health Services,2018-07-01,339000,339900
017820,Colorado Springs MSA,65610000,Educational Services,2018-07-01,4700,4900
019740,Denver - Aurora MSA,65610000,Educational Services,2018-07-01,26300,27100
000000,Colorado,65610000,Educational Services,2018-07-01,40800,41800
017820,Colorado Springs MSA,65620000,Health Care and Social Assistance,2018-07-01,34100,34300
019740,Denver - Aurora MSA,65620000,Health Care and Social Assistance,2018-07-01,161800,161700
000000,Colorado,65620000,Health Care and Social Assistance,2018-07-01,298200,298100
000000,Colorado,65621000,Ambulatory Health Care Services,2018-07-01,135900,135600
019740,Denver - Aurora MSA,65621000,Ambulatory Health Care Services,2018-07-01,76000,75700
000000,Colorado,65621100,Offices of Physicians,2018-07-01,37200,37200
019740,Denver - Aurora MSA,65622000,Hospitals,2018-07-01,32500,32700
000000,Colorado,65622000,Hospitals,2018-07-01,60500,60700
000000,Colorado,65623000,Nursing and Residential Care Facilities,2018-07-01,43700,43500
000000,Colorado,65624000,Social Assistance,2018-07-01,58100,58300
000000,Colorado,70000000,Leisure and Hospitality,2018-07-01,354900,351900
024300,Grand Junction MSA,70000000,Leisure and Hospitality,2018-07-01,8100,8100
024540,Greeley MSA,70000000,Leisure and Hospitality,2018-07-01,9500,9600
019740,Denver - Aurora MSA,70000000,Leisure and Hospitality,2018-07-01,176500,177200
017820,Colorado Springs MSA,70000000,Leisure and Hospitality,2018-07-01,41000,40500
014500,Boulder-Longmont MSA,70000000,Leisure and Hospitality,2018-07-01,22400,22000
039380,Pueblo MSA,70000000,Leisure and Hospitality,2018-07-01,7000,7200
022660,Fort Collins-Loveland MSA,70000000,Leisure and Hospitality,2018-07-01,23700,23800
019740,Denver - Aurora MSA,70710000,"Arts, Entertainment, and Recreation",2018-07-01,30700,31000
000000,Colorado,70710000,"Arts, Entertainment, and Recreation",2018-07-01,61600,61000
000000,Colorado,70713000,"Amusement, Gambling, and Recreation Indu",2018-07-01,48200,47800
000000,Colorado,70713900,Other Amusement and Recreation Industrie,2018-07-01,43300,42800
017820,Colorado Springs MSA,70720000,Accommodation and Food Services,2018-07-01,34300,33900
019740,Denver - Aurora MSA,70720000,Accommodation and Food Services,2018-07-01,145800,146200
022660,Fort Collins-Loveland MSA,70720000,Accommodation and Food Services,2018-07-01,20400,20300
000000,Colorado,70720000,Accommodation and Food Services,2018-07-01,293300,290900
019740,Denver - Aurora MSA,70721000,Accommodation,2018-07-01,18500,18300
000000,Colorado,70721000,Accommodation,2018-07-01,52300,50900
019740,Denver - Aurora MSA,70722000,Food Services and Drinking Places,2018-07-01,127300,127900
000000,Colorado,70722000,Food Services and Drinking Places,2018-07-01,241000,240000
017820,Colorado Springs MSA,70722000,Food Services and Drinking Places,2018-07-01,26600,26500
000000,Colorado,70722500,Full-Service Restaurants,2018-07-01,220800,220000
019740,Denver - Aurora MSA,70722500,Full-Service Restaurants,2018-07-01,114800,115400
000000,Colorado,70722511,Full-Service Restaurants,2018-07-01,119400,118200
019740,Denver - Aurora MSA,70722511,Full-Service Restaurants,2018-07-01,60800,61000
019740,Denver - Aurora MSA,70722590,Limited-Service Eating Places,2018-07-01,54000,54400
000000,Colorado,70722590,Limited-Service Eating Places,2018-07-01,101400,101800
022660,Fort Collins-Loveland MSA,80000000,Other Services,2018-07-01,6400,6400
017820,Colorado Springs MSA,80000000,Other Services,2018-07-01,17900,18000
014500,Boulder-Longmont MSA,80000000,Other Services,2018-07-01,6400,6300
024300,Grand Junction MSA,80000000,Other Services,2018-07-01,2600,2600
024540,Greeley MSA,80000000,Other Services,2018-07-01,3700,3800
039380,Pueblo MSA,80000000,Other Services,2018-07-01,2200,2200
000000,Colorado,80000000,Other Services,2018-07-01,112800,112900
019740,Denver - Aurora MSA,80000000,Other Services,2018-07-01,58300,58500
019740,Denver - Aurora MSA,80811000,Repair and Maintenance,2018-07-01,14000,13900
000000,Colorado,80811000,Repair and Maintenance,2018-07-01,26300,26200
000000,Colorado,80812000,Personal and Laundry Services,2018-07-01,29700,29700
000000,Colorado,80813000,"Religious, Grantmaking, Civic, Professio",2018-07-01,56800,57000
039380,Pueblo MSA,90000000,Government,2018-07-01,11900,12900
017820,Colorado Springs MSA,90000000,Government,2018-07-01,50100,52900
024300,Grand Junction MSA,90000000,Government,2018-07-01,9500,10100
022660,Fort Collins-Loveland MSA,90000000,Government,2018-07-01,36900,38300
000000,Colorado,90000000,Government,2018-07-01,426100,444400
014500,Boulder-Longmont MSA,90000000,Government,2018-07-01,33900,37800
019740,Denver - Aurora MSA,90000000,Government,2018-07-01,198400,205300
024540,Greeley MSA,90000000,Government,2018-07-01,15600,16500
014500,Boulder-Longmont MSA,90910000,Federal Government,2018-07-01,2000,2000
019740,Denver - Aurora MSA,90910000,Federal Government,2018-07-01,28100,28100
017820,Colorado Springs MSA,90910000,Federal Government,2018-07-01,12200,12100
000000,Colorado,90910000,Federal Government,2018-07-01,53800,53600
024540,Greeley MSA,90910000,Federal Government,2018-07-01,600,600
039380,Pueblo MSA,90910000,Federal Government,2018-07-01,1100,1100
024300,Grand Junction MSA,90910000,Federal Government,2018-07-01,1600,1600
022660,Fort Collins-Loveland MSA,90910000,Federal Government,2018-07-01,2700,2700
039380,Pueblo MSA,90920000,State Government,2018-07-01,4400,4800
000000,Colorado,90920000,State Government,2018-07-01,111600,116500
024540,Greeley MSA,90920000,State Government,2018-07-01,3300,3300
022660,Fort Collins-Loveland MSA,90920000,State Government,2018-07-01,20400,20500
024300,Grand Junction MSA,90920000,State Government,2018-07-01,1900,2400
014500,Boulder-Longmont MSA,90920000,State Government,2018-07-01,16200,18500
017820,Colorado Springs MSA,90920000,State Government,2018-07-01,11000,11800
019740,Denver - Aurora MSA,90920000,State Government,2018-07-01,42400,43100
014500,Boulder-Longmont MSA,90921611,State Government Educational Services,2018-07-01,15500,17700
024540,Greeley MSA,90921611,State Government Educational Services,2018-07-01,2400,2400
019740,Denver - Aurora MSA,90921611,State Government Educational Services,2018-07-01,21900,22500
000000,Colorado,90921611,State Government Educational Services,2018-07-01,61800,66400
039380,Pueblo MSA,90921611,State Government Educational Services,2018-07-01,1500,1900
024300,Grand Junction MSA,90921611,State Government Educational Services,2018-07-01,900,1400
022660,Fort Collins-Loveland MSA,90921611,State Government Educational Services,2018-07-01,12800,12800
017820,Colorado Springs MSA,90921611,State Government Educational Services,2018-07-01,3900,4500
024300,Grand Junction MSA,90930000,Local Government,2018-07-01,6000,6100
022660,Fort Collins-Loveland MSA,90930000,Local Government,2018-07-01,13800,15100
000000,Colorado,90930000,Local Government,2018-07-01,260700,274300
014500,Boulder-Longmont MSA,90930000,Local Government,2018-07-01,15700,17300
017820,Colorado Springs MSA,90930000,Local Government,2018-07-01,26900,29000
019740,Denver - Aurora MSA,90930000,Local Government,2018-07-01,127900,134100
024540,Greeley MSA,90930000,Local Government,2018-07-01,11700,12600
039380,Pueblo MSA,90930000,Local Government,2018-07-01,6400,7000
014500,Boulder-Longmont MSA,90931611,Local Government Educational Services,2018-07-01,7800,9400
024300,Grand Junction MSA,90931611,Local Government Educational Services,2018-07-01,3400,3400
017820,Colorado Springs MSA,90931611,Local Government Educational Services,2018-07-01,17000,19000
000000,Colorado,90931611,Local Government Educational Services,2018-07-01,123800,137700
024540,Greeley MSA,90931611,Local Government Educational Services,2018-07-01,5900,6800
039380,Pueblo MSA,90931611,Local Government Educational Services,2018-07-01,3400,3900
019740,Denver - Aurora MSA,90931611,Local Government Educational Services,2018-07-01,61600,67900
022660,Fort Collins-Loveland MSA,90931611,Local Government Educational Services,2018-07-01,6500,7600
014500,Boulder-Longmont MSA,00000000,Total Nonfarm,2018-08-01,196200,192400
019740,Denver - Aurora MSA,00000000,Total Nonfarm,2018-08-01,1518900,1515900
022660,Fort Collins-Loveland MSA,00000000,Total Nonfarm,2018-08-01,171800,170200
